Study Name	V_single_crystal
Sample Name	0dpa
Run Name	85degreesSpot3
Operator	Angus Wylie
Date	8/5/2019
Time	14:30
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:32:21
	
Time	Amplitude
3.285000E-8	1.265356E-2
3.290000E-8	1.251139E-2
3.295000E-8	1.244458E-2
3.300000E-8	1.246685E-2
3.305000E-8	1.259018E-2
3.310000E-8	1.280259E-2
3.315000E-8	1.310749E-2
3.320000E-8	1.351689E-2
3.325000E-8	1.401878E-2
3.330000E-8	1.459433E-2
3.335000E-8	1.523840E-2
3.340000E-8	1.595442E-2
3.345000E-8	1.671839E-2
3.350000E-8	1.750806E-2
3.355000E-8	1.831657E-2
3.360000E-8	1.912509E-2
3.365000E-8	1.991818E-2
3.370000E-8	2.069415E-2
3.375000E-8	2.142387E-2
3.380000E-8	2.207136E-2
3.385000E-8	2.265376E-2
3.390000E-8	2.317108E-2
3.395000E-8	2.358904E-2
3.400000E-8	2.392306E-2
3.405000E-8	2.419713E-2
3.410000E-8	2.438042E-2
3.415000E-8	2.446435E-2
3.420000E-8	2.446264E-2
3.425000E-8	2.438556E-2
3.430000E-8	2.423482E-2
3.435000E-8	2.400699E-2
3.440000E-8	2.369181E-2
3.445000E-8	2.327557E-2
3.450000E-8	2.276168E-2
3.455000E-8	2.217071E-2
3.460000E-8	2.152322E-2
3.465000E-8	2.081577E-2
3.470000E-8	2.004837E-2
3.475000E-8	1.922273E-2
3.480000E-8	1.836625E-2
3.485000E-8	1.750292E-2
3.490000E-8	1.664131E-2
3.495000E-8	1.578826E-2
3.500000E-8	1.497290E-2
3.505000E-8	1.422262E-2
3.510000E-8	1.353573E-2
3.515000E-8	1.290879E-2
3.520000E-8	1.235893E-2
3.525000E-8	1.190329E-2
3.530000E-8	1.152815E-2
3.535000E-8	1.122839E-2
3.540000E-8	1.103996E-2
3.545000E-8	1.097830E-2
3.550000E-8	1.102112E-2
3.555000E-8	1.117700E-2
3.560000E-8	1.147505E-2
3.565000E-8	1.187246E-2
3.570000E-8	1.233324E-2
3.575000E-8	1.287453E-2
3.580000E-8	1.350147E-2
3.585000E-8	1.418323E-2
3.590000E-8	1.491294E-2
3.595000E-8	1.568206E-2
3.600000E-8	1.645974E-2
3.605000E-8	1.722714E-2
3.610000E-8	1.798769E-2
3.615000E-8	1.872254E-2
3.620000E-8	1.941800E-2
3.625000E-8	2.008263E-2
3.630000E-8	2.071470E-2
3.635000E-8	2.130910E-2
3.640000E-8	2.186581E-2
3.645000E-8	2.237969E-2
3.650000E-8	2.283534E-2
3.655000E-8	2.323445E-2
3.660000E-8	2.356677E-2
3.665000E-8	2.379630E-2
3.670000E-8	2.390422E-2
3.675000E-8	2.391107E-2
3.680000E-8	2.382714E-2
3.685000E-8	2.363700E-2
3.690000E-8	2.333038E-2
3.695000E-8	2.290386E-2
3.700000E-8	2.236428E-2
3.705000E-8	2.174590E-2
3.710000E-8	2.105216E-2
3.715000E-8	2.029846E-2
3.720000E-8	1.950879E-2
3.725000E-8	1.869000E-2
3.730000E-8	1.784037E-2
3.735000E-8	1.699418E-2
3.740000E-8	1.618567E-2
3.745000E-8	1.540113E-2
3.750000E-8	1.462859E-2
3.755000E-8	1.391258E-2
3.760000E-8	1.326680E-2
3.765000E-8	1.266727E-2
3.770000E-8	1.212426E-2
3.775000E-8	1.166176E-2
3.780000E-8	1.127292E-2
3.785000E-8	1.095774E-2
3.790000E-8	1.073848E-2
3.795000E-8	1.061515E-2
3.800000E-8	1.058946E-2
3.805000E-8	1.066654E-2
3.810000E-8	1.082756E-2
